Feature,Importance,Source
Tipo de anestesia propuesta_peridural,0.0881809,native_feature_importance
Tipo de anestesia propuesta_sedacion,0.04094275,native_feature_importance
Dx Preoperatorio Code_O,0.034947295,native_feature_importance
Dx Preoperatorio Code_Z,0.028844876,native_feature_importance
Tipo de anestesia propuesta_raquidea,0.0218519,native_feature_importance
Tipo de anestesia propuesta_general,0.020626774,native_feature_importance
Tipo de anestesia propuesta_local,0.014204285,native_feature_importance
Dx Preoperatorio Code_S,0.013978057,native_feature_importance
Antecedente hematológicos _anticoagulantes,0.013643324,native_feature_importance
Sistema cardiovascular_normal,0.013107448,native_feature_importance
Antecedente hematológicos _negativo,0.012460735,native_feature_importance
Procedimiento propuesto Code_S,0.011756264,native_feature_importance
Procedimiento propuesto Code_L,0.01146024,native_feature_importance
Sistema cardiovascular_soplo,0.011412585,native_feature_importance
Puntaje Mallampati,0.011195774,native_feature_importance
Examen_PT (INR),0.011191449,native_feature_importance
Antecedentes cardiovasculares_negativo,0.011150322,native_feature_importance
Antecedentes cardiovasculares_valvulopatia,0.010631839,native_feature_importance
Abdomen_normal,0.010493438,native_feature_importance
Dx Preoperatorio Code_A,0.010477756,native_feature_importance
Sexo_encoded,0.010262936,native_feature_importance
Procedimiento propuesto Code_G,0.009857418,native_feature_importance
Dx Preoperatorio Code_M,0.00980038,native_feature_importance
Respuesta Verbal_encoded,0.0097877,native_feature_importance
Dx Preoperatorio Code_H,0.009666053,native_feature_importance
