Feature,Importance,Source
Hora_decimal,400,native_feature_importance
score_proc_medium_severity,386,native_feature_importance
Frecuencia Respiratoria,386,native_feature_importance
Temperatura,376,native_feature_importance
IMC,357,native_feature_importance
score_proc_moderate_severity,347,native_feature_importance
score_dx_critical,345,native_feature_importance
Edad,343,native_feature_importance
score_proc_low_severity,341,native_feature_importance
score_dx_high_severity,329,native_feature_importance
score_proc_high_severity,326,native_feature_importance
score_dx_low_severity,324,native_feature_importance
score_proc_critical,312,native_feature_importance
score_dx_medium_severity,272,native_feature_importance
Talla (cm),247,native_feature_importance
score_dx_moderate_severity,244,native_feature_importance
Peso (Kg),241,native_feature_importance
score_proc_ant_critical,225,native_feature_importance
score_proc_ant_high_severity,213,native_feature_importance
Tensión Arterial Sistólica (mm/Hg),198,native_feature_importance
score_proc_ant_medium_severity,194,native_feature_importance
score_proc_ant_low_severity,188,native_feature_importance
mes,172,native_feature_importance
Tensión Arterial Media (mm/Hg),170,native_feature_importance
Examen_Hemoglobina(g/dl),167,native_feature_importance
