Version,Post_Variable,Feature,Mutual_Information,Abs_Pearson,Combined_Score,Prevalencia_Post
target_f_predictibilidad_maxima,target,Antecedente renales_litiasis,0.001405922264279269,0.0531391653267898,0.016925895183032426,0.1943
target_f_predictibilidad_maxima,target,Procedimiento propuesto Code_S,0.0011529784956583189,0.0518900428408087,0.01637409779920343,0.1943
target_f_predictibilidad_maxima,target,Antecedente hematológicos _transfusiones,0.0,0.054333564535765176,0.01630006936072955,0.1943
target_f_predictibilidad_maxima,target,Tipo de anestesia propuesta_sin dato,0.0018027058883227642,0.04891748819904589,0.0159371405815397,0.1943
target_f_predictibilidad_maxima,target,Prótesis Dental_movil,0.0,0.05203830979613356,0.015611492938840068,0.1943
target_f_predictibilidad_maxima,target,Antecedentes cardiovasculares_hta,0.0044546476818667635,0.040435509206278065,0.015248906139190154,0.1943
target_f_predictibilidad_maxima,target,Condición_embarazo actual,0.00195833979088067,0.04481851340100695,0.014816391873918552,0.1943
target_f_predictibilidad_maxima,target,Tensión Arterial Media (mm/Hg),0.003996360813117716,0.0390703907860865,0.01451856980500835,0.1943
target_f_predictibilidad_maxima,target,Dx Preoperatorio Code_NO ENCONTRADO,0.00559631306412256,0.0341663905518966,0.014167336310454772,0.1943
target_f_predictibilidad_maxima,target,Antecedente renales_infeccion urinaria,0.0024999057869081742,0.04054814204227716,0.013914376663518871,0.1943
target_f_predictibilidad_maxima,target,Antecedentes cardiovasculares_negativo,0.0016813112061542235,0.04243899022269816,0.013908614911117405,0.1943
target_f_predictibilidad_maxima,target,Grupo Sanguíneo_A,0.0014844690388955417,0.042894505785938494,0.013907480063008428,0.1943
target_f_predictibilidad_maxima,target,Examen_PT (INR),0.0013248930629923272,0.043118526377458465,0.013862983057332169,0.1943
target_f_predictibilidad_maxima,target,Dx Preoperatorio Code_D,0.0,0.04611868450895906,0.013835605352687718,0.1943
target_f_predictibilidad_maxima,target,Abdomen_normal,3.0184891220086385e-05,0.045720179966655054,0.013737183413850577,0.1943
target_f_predictibilidad_maxima,target,Procedimiento propuesto Code_G,0.0,0.045784527213725924,0.013735358164117776,0.1943
