Feature,Importance,Source
score_proc_critical,423,native_feature_importance
score_proc_high_severity,385,native_feature_importance
score_proc_medium_severity,381,native_feature_importance
score_dx_low_severity,375,native_feature_importance
score_proc_low_severity,372,native_feature_importance
Temperatura,365,native_feature_importance
score_proc_moderate_severity,358,native_feature_importance
score_dx_high_severity,346,native_feature_importance
IMC,344,native_feature_importance
Hora_decimal,343,native_feature_importance
Edad,342,native_feature_importance
score_dx_critical,312,native_feature_importance
score_dx_medium_severity,299,native_feature_importance
Frecuencia Respiratoria,293,native_feature_importance
score_dx_moderate_severity,265,native_feature_importance
Talla (cm),251,native_feature_importance
Peso (Kg),222,native_feature_importance
score_proc_ant_high_severity,211,native_feature_importance
score_proc_ant_critical,211,native_feature_importance
Examen_Hemoglobina(g/dl),195,native_feature_importance
Tensión Arterial Sistólica (mm/Hg),177,native_feature_importance
score_proc_ant_medium_severity,163,native_feature_importance
score_proc_ant_low_severity,158,native_feature_importance
Tensión Arterial Media (mm/Hg),157,native_feature_importance
mes,139,native_feature_importance
